A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,betweenTrial.started,betweenTrial.stopped,ISI.started,ISI.stopped,image_card.started,image_card.stopped,textbox.text,textbox.started,textbox.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_endPractice.started,image_endPractice.stopped,polygon_2.started,polygon_2.stopped,ISI_2.started,ISI_2.stopped,Cards.started,Cards.stopped,TextNote.started,TextNote.stopped,Estimation.text,Estimation.started,Estimation.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text.started,text.stopped,participant,gender,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,756.2764553017914,None,space,26.69985504820943,756.2764553017914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
0,0,0,9,0,0,9,1.0,None,None,0.0,None,None,practice_stimuli/P_00_00_00_09.png,,0,0,0,0,,,,,,,,,,,783.0915085449815,None,783.0915085449815,None,783.569422589615,None,0,783.569422589615,None,return,7.314505401998758,783.569422589615,None,783.569422589615,None,,,,,,,,,,,,,,,,,,,,,,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
18,0,36,0,18,54,54,1.0,0.0,1.0,1.0,0.0,None,practice_stimuli/P_18_00_36_00.png,,0,1,1,1,,,,,,,,,,,790.9552387222648,None,790.9552387222648,None,791.3528615646064,None,,791.3528615646064,None,None,,791.3528615646064,None,791.3528615646064,None,,,,,,,,,,,,,,,,,,,,,,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
9,18,18,0,27,27,45,0.6,0.67,0.33,1.0,-0.67,#NAME?,practice_stimuli/P_09_18_18_00.png,,0,2,2,2,,,,,,,,,,,799.37738577649,None,799.37738577649,None,799.7761219330132,None,20,799.7761219330132,None,return,7.460562380030751,799.7761219330132,None,799.7761219330132,None,,,,,,,,,,,,,,,,,,,,,,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
36,18,18,36,54,54,108,0.83,0.33,0.67,0.33,0.33,0.5,practice_stimuli/P_36_18_18_36.png,,0,3,3,3,,,,,,,,,,,807.2701167464256,None,807.2701167464256,None,807.6538877263665,None,45,807.6538877263665,None,return,5.797333505004644,807.6538877263665,None,807.6538877263665,None,,,,,,,,,,,,,,,,,,,,,,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,16.59156429581344,813.4827951081097,None,,,,,,,,,,,,,,,,,,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
0,18,18,9,18,18,45,0.6,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_18_18_09.png,,,,,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,813.4827951081097,None,836.7388517782092,None,836.7388517782092,None,837.2776158340275,None,837.2776158340275,None,0,837.2776158340275,None,return,5.081714561209083,837.2776158340275,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
36,36,9,18,72,45,99,0.64,0.5,0.5,0.33,0.17,0.25,,stimuli/P_36_36_09_18.png,,,,,0,1,1,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.3940980099142,None,842.3940980099142,None,842.7937222030014,None,842.7937222030014,None,45,842.7937222030014,None,return,6.076905747875571,842.7937222030014,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
18,9,18,9,27,36,54,0.83,0.33,0.67,0.67,0.0,0.0,,stimuli/P_18_09_18_09.png,,,,,0,2,2,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.9038362428546,None,848.9038362428546,None,849.2867965549231,None,849.2867965549231,None,35,849.2867965549231,None,return,6.46670182235539,849.2867965549231,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
0,36,0,18,36,0,54,0.33,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_36_00_18.png,,,,,0,3,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.7767135780305,None,855.7767135780305,None,856.1649207472801,None,856.1649207472801,None,0,856.1649207472801,None,return,2.9042282048612833,856.1649207472801,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
9,18,9,9,27,18,45,0.6,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_09_18_09_09.png,,,,,0,4,4,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.0856785755605,None,859.0856785755605,None,859.4735188130289,None,859.4735188130289,None,15,859.4735188130289,None,return,4.726792482659221,859.4735188130289,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
18,9,36,9,27,54,72,0.88,0.33,0.67,0.8,-0.13,-0.67,,stimuli/P_18_09_36_09.png,,,,,0,5,5,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.2227283436805,None,864.2227283436805,None,864.6058433949947,None,864.6058433949947,None,40,864.6058433949947,None,return,4.650935765355825,864.6058433949947,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
36,9,18,18,45,54,81,0.89,0.2,0.8,0.5,0.3,0.6,,stimuli/P_36_09_18_18.png,,,,,0,6,6,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.2938729580492,None,869.2938729580492,None,869.6821927689016,None,869.6821927689016,None,50,869.6821927689016,None,return,7.83735878765583,869.6821927689016,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
18,0,36,18,18,54,72,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_18_00_36_18.png,,,,,0,7,7,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.5432207267731,None,877.5432207267731,None,877.9312430098653,None,877.9312430098653,None,30,877.9312430098653,None,return,6.623853832483292,877.9312430098653,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
36,0,9,9,36,45,54,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_36_00_09_09.png,,,,,0,8,8,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.5769029036164,None,884.5769029036164,None,884.9668332375586,None,884.9668332375586,None,55,884.9668332375586,None,return,4.641462065279484,884.9668332375586,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
9,36,0,0,45,9,45,0.2,0.8,0.2,None,None,None,,stimuli/P_09_36_00_00.png,,,,,0,9,9,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.626284122467,None,889.626284122467,None,890.0092029068619,None,890.0092029068619,None,30,890.0092029068619,None,return,5.11070909537375,890.0092029068619,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
18,18,0,18,36,18,54,0.67,0.5,0.5,0.0,0.5,0.5,,stimuli/P_18_18_00_18.png,,,,,0,10,10,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.1416577640921,None,895.1416577640921,None,895.5269357282668,None,895.5269357282668,None,,895.5269357282668,None,None,,895.5269357282668,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
0,0,36,0,0,36,36,1.0,None,None,1.0,None,None,,stimuli/P_00_00_36_00.png,,,,,0,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.5422075372189,None,903.5422075372189,None,903.9350904021412,None,903.9350904021412,None,500,903.9350904021412,None,return,3.1786576975136995,903.9350904021412,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
0,36,0,9,36,0,45,0.2,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_36_00_09.png,,,,,0,12,12,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.1335767041892,None,907.1335767041892,None,907.5202416181564,None,907.5202416181564,None,0,907.5202416181564,None,return,3.4169462751597166,907.5202416181564,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
18,36,9,0,54,27,63,0.43,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_18_36_09_00.png,,,,,0,13,13,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.9521445389837,None,910.9521445389837,None,911.3363103270531,None,911.3363103270531,None,35,911.3363103270531,None,return,4.289977211505175,911.3363103270531,None,,,JIRUJING,F,002,2023_Apr_17_2041,untitled,2021.1.4,60.025610824148764,
